"Symbol","Company Name","Sector","Industry"
"SAFT","Safety Insurance Group, Inc.","Financials","Insurance"
"SAGE","SAGE Therapeutics Inc","Health Care","Biotechnology"
"SAH","Sonic Automotive Inc","Consumer Discretionary","Specialty Retail"
"SAIA","Saia Inc","Industrials","Road & Rail"
"SAIC","Science Applications International Corp","Information Technology","IT Services"
"SAIL","Sailpoint Technologies Holdings Inc","Information Technology","Software"
"SAL","Salisbury Bancorp, Inc.","Financials","Banks"
"SALM","Salem Media Group Inc","Communication Services","Media"
"SALT","Scorpio Bulkers Inc","Industrials","Marine"
"SAM","Boston Beer Company Inc","Consumer Staples","Beverages"
"SAMAU","Schultze Special Purpose Acqstn Corp","",""
"SAMG","Silvercrest Asset Management Group Inc","Financials","Capital Markets"
"SAN","Banco Santander SA (ADR)","Financials","Banks"
"SANM","Sanmina Corp","Information Technology","Electronic Equipment, Instruments & Components"
"SANW","S&W Seed Company","Consumer Staples","Food Products"
"SAP","SAP SE (ADR)","Information Technology","Software"
"SAQN","Software Acquisition Group Inc","",""
"SAR","Saratoga Investment Corp","Financials","Capital Markets"
"SASR","Sandy Spring Bancorp Inc.","Financials","Banks"
"SATS","Echostar Corporation","Information Technology","Communications Equipment"
"SAVA","Cassava Sciences Inc","Health Care","Pharmaceuticals"
"SAVE","Spirit Airlines Incorporated","Industrials","Airlines"
"SB","Safe Bulkers Inc","Industrials","Marine"
"SBAC","SBA Communications Corporation","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SBBP","Strongbridge Biopharma plc","Health Care","Pharmaceuticals"
"SBBX","SB One Bancorp","Financials","Banks"
"SBCF","Seacoast Banking Corporation of Florida","Financials","Banks"
"SBFG","SB Financial Group Inc","Financials","Banks"
"SBGI","Sinclair Broadcast Group Inc","Communication Services","Media"
"SBH","Sally Beauty Holdings, Inc.","Consumer Discretionary","Specialty Retail"
"SBI","Western Asset Intermediate Muni Fund Inc","",""
"SBLK","Star Bulk Carriers Corp.","Industrials","Marine"
"SBNY","Signature Bank","Financials","Banks"
"SBOW","SilverBow Resources Inc","Energy","Oil, Gas & Consumable Fuels"
"SBPH","Spring Bank Pharmaceuticals Inc","Health Care","Biotechnology"
"SBR","Sabine Royalty Trust","Energy","Oil, Gas & Consumable Fuels"
"SBRA","Sabra Health Care REIT Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SBS","Companhia de Saneamento Bsc DEDSP (ADR)","Utilities","Water Utilities"
"SBSI","Southside Bancshares, Inc.","Financials","Banks"
"SBSW","Sibanye Stillwater Ltd (ADR)","Materials","Metals & Mining"
"SBT","Sterling Bancorp Inc","Financials","Thrifts & Mortgage Finance"
"SBUX","Starbucks Corporation","Consumer Discretionary","Hotels, Restaurants & Leisure"
"SC","Santander Consumer USA Holdings Inc","Financials","Consumer Finance"
"SCCO","Southern Copper Corp","Materials","Metals & Mining"
"SCD","LMP Capital and Income Fund Inc.","",""
"SCE-B","Southern California Edison Co","Utilities","Electric Utilities"
"SCE-C","Southern California Edison Co","Utilities","Electric Utilities"
"SCE-D","Southern California Edison Co","Utilities","Electric Utilities"
"SCE-E","Southern California Edison Co","Utilities","Electric Utilities"
"SCE-G","SCE Trust II","",""
"SCE-H","SCE Trust III","",""
"SCE-J","SCE Trust IV","",""
"SCE-K","SCE Trust V","",""
"SCE-L","SCE Trust VI","",""
"SCHL","Scholastic Corp","Communication Services","Media"
"SCHN","Schnitzer Steel Industries, Inc.","Materials","Metals & Mining"
"SCHW","Charles Schwab Corp","Financials","Capital Markets"
"SCI","Service Corporation International","Consumer Discretionary","Diversified Consumer Services"
"SCKT","Socket Mobile, Inc.","Information Technology","Technology Hardware, Storage & Peripherals"
"SCL","Stepan Company","Materials","Chemicals"
"SCM","Stellus Capital Investment Corp","Financials","Capital Markets"
"SCON","Superconductor Technologies, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"SCOR","COMSCORE, Inc.","Communication Services","Media"
"SCPE","SC Health Corp","",""
"SCPH","Scpharmaceuticals Inc","Health Care","Pharmaceuticals"
"SCPL","SciPlay Corp","Communication Services","Entertainment"
"SCS","Steelcase Inc.","Industrials","Commercial Services & Supplies"
"SCSC","ScanSource, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"SCU","Sculptor Capital Management Inc","Financials","Capital Markets"
"SCVL","Shoe Carnival, Inc.","Consumer Discretionary","Specialty Retail"
"SCVX","SCVX Corp","",""
"SCWX","Secureworks Corp","Information Technology","Software"
"SCX","L S Starrett Co","Industrials","Machinery"
"SCXLB","STARRETT (L.S.) CO  -CL A","Industrials","Machinery"
"SCYX","SCYNEXIS Inc","Health Care","Pharmaceuticals"
"SD","SandRidge Energy Inc.","Energy","Oil, Gas & Consumable Fuels"
"SDC","SmileDirectClub Inc","Health Care","Health Care Equipment & Supplies"
"SDGR","Schrodinger Inc","",""
"SDI","Standard Diversified Inc","Consumer Staples","Tobacco"
"SDOIB","STANDARD DIVERSIFIED INC","Consumer Staples","Tobacco"
"SDPI","Superior Drilling Products Inc","Energy","Energy Equipment & Services"
"SE","Sea Ltd (ADR)","Communication Services","Entertainment"
"SEAC","SeaChange International","Information Technology","Software"
"SEAS","SeaWorld Entertainment Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"SEB","Seaboard Corp","Consumer Staples","Food Products"
"SECO","Secoo Holding Ltd - ADR","Consumer Discretionary","Internet & Direct Marketing Retail"
"SEDG","Solaredge Technologies Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"SEE","Sealed Air Corp","Materials","Containers & Packaging"
"SEED","Origin Agritech Ltd.","Consumer Staples","Food Products"
"SEEL","Seelos Therapeutics Inc","Health Care","Pharmaceuticals"
"SEIC","SEI Investments Company","Financials","Capital Markets"
"SELB","Selecta Biosciences Inc","Health Care","Biotechnology"
"SELF","Global Self Storage Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SEM","Select Medical Holdings Corporation","Health Care","Health Care Providers & Services"
"SENEA","Seneca Foods Corp","Consumer Staples","Food Products"
"SENS","Senseonics Holdings Inc","Health Care","Health Care Equipment & Supplies"
"SERV","Servicemaster Global Holdings Inc","Consumer Discretionary","Diversified Consumer Services"
"SESN","Sesen Bio Inc","Health Care","Biotechnology"
"SF","Stifel Financial Corp","Financials","Capital Markets"
"SFBC","Sound Financial Bancorp Inc","Financials","Banks"
"SFBS","ServisFirst Bancshares, Inc.","Financials","Banks"
"SFE","Safeguard Scientifics, Inc","Financials","Capital Markets"
"SFIX","Stitch Fix Inc","Consumer Discretionary","Internet & Direct Marketing Retail"
"SFL","SFL Corporation Ltd","Energy","Oil, Gas & Consumable Fuels"
"SFM","Sprouts Farmers Market Inc","Consumer Staples","Food & Staples Retailing"
"SFNC","Simmons First National Corporation","Financials","Banks"
"SFST","Southern First Bancshares, Inc.","Financials","Banks"
"SFTW","Osprey Technology Acquisition Corp","",""
"SFUN","Fang Holdings Ltd","Communication Services","Interactive Media & Services"
"SG","Sirius International Insurance Group Ltd","Financials","Insurance"
"SGA","Saga Communications Inc","Communication Services","Media"
"SGBX","SG Blocks Inc","Industrials","Machinery"
"SGC","Superior Group of Companies Inc","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"SGEN","Seattle Genetics, Inc.","Health Care","Biotechnology"
"SGH","Smart Global Holdings Inc","Information Technology","Semiconductors & Semiconductor Equipment"
"SGLB","Sigma Labs Inc","Industrials","Aerospace & Defense"
"SGMA","SigmaTron International","Information Technology","Electronic Equipment, Instruments & Components"
"SGMO","Sangamo Therapeutics Inc","Health Care","Biotechnology"
"SGMS","Scientific Games Corp","Consumer Discretionary","Hotels, Restaurants & Leisure"
"SGOC","SGOCO Group Ltd","Information Technology","Electronic Equipment, Instruments & Components"
"SGRP","SPAR Group Inc","Communication Services","Media"
"SGRY","Surgery Partners Inc","Health Care","Health Care Providers & Services"
"SGU","Star Group LP","Utilities","Gas Utilities"
"SHAK","Shake Shack Inc","Consumer Discretionary","Hotels, Restaurants & Leisure"
"SHBI","Shore Bancshares, Inc.","Financials","Banks"
"SHEN","Shenandoah Telecommunications Company","Communication Services","Wireless Telecommunication Services"
"SHG","Shinhan Financial Group Co., Ltd. (ADR)","Financials","Banks"
"SHI","Sinopec Shanghai Petrochemical Co. (ADR)","Materials","Chemicals"
"SHIP","Seanergy Maritime Holdings Corp.","Industrials","Marine"
"SHLO","Shiloh Industries, Inc.","Consumer Discretionary","Auto Components"
"SHLX","Shell Midstream Partners LP","Energy","Oil, Gas & Consumable Fuels"
"SHO","Sunstone Hotel Investors Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SHO-E","Sunstone Hotel Investors Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SHO-F","Sunstone Hotel Investors Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SHOO","Steven Madden, Ltd.","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"SHOP","Shopify Inc (US)","Information Technology","IT Services"
"SHSP","SharpSpring Inc","Information Technology","Software"
"SHW","Sherwin-Williams Co","Materials","Chemicals"
"SHYF","Shyft Group Inc","Industrials","Machinery"
"SI","Silvergate Capital Corp","Financials","Banks"
"SIBN","SI-Bone Inc","Health Care","Health Care Equipment & Supplies"
"SIC","Select Interior Concepts Inc","Consumer Discretionary","Diversified Consumer Services"
"SID","Companhia Siderurgica Nacional (ADR)","Materials","Metals & Mining"
"SIEB","Siebert Financial Corp.","Financials","Capital Markets"
"SIEN","Sientra Inc","Health Care","Health Care Equipment & Supplies"
"SIF","SIFCO Industries Inc","Industrials","Aerospace & Defense"
"SIFY","Sify Technologies Limited (ADR)","Communication Services","Diversified Telecommunication Services"
"SIG","Signet Jewelers Ltd.","Consumer Discretionary","Specialty Retail"
"SIGA","SIGA Technologies, Inc.","Health Care","Pharmaceuticals"
"SIGI","Selective Insurance Group Inc","Financials","Insurance"
"SILC","Silicom Ltd.","Information Technology","Communications Equipment"
"SILK","Silk Road Medical Inc","Health Care","Health Care Equipment & Supplies"
"SIM","Grupo Simec SAB de CV (ADR)","Materials","Metals & Mining"
"SIMO","Silicon Motion Technology Corp. (ADR)","Information Technology","Semiconductors & Semiconductor Equipment"
"SINA","SINA Corp","Communication Services","Interactive Media & Services"
"SINO","Sino-Global Shipping America, Ltd.","Industrials","Transportation Infrastructure"
"SINT","SINTX Technologies Inc","Health Care","Health Care Equipment & Supplies"
"SIRI","Sirius XM Holdings Inc","Communication Services","Media"
"SITC","Site Centers Corp","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SITE","SiteOne Landscape Supply Inc","Industrials","Trading Companies & Distributors"
"SITM","SiTime Corp","Information Technology","Semiconductors & Semiconductor Equipment"
"SIVB","SVB Financial Group","Financials","Banks"
"SIX","Six Flags Entertainment Corp","Consumer Discretionary","Hotels, Restaurants & Leisure"
"SJ","Scienjoy Holding Corp","",""
"SJI","South Jersey Industries Inc","Utilities","Gas Utilities"
"SJM","J M Smucker Co","Consumer Staples","Food Products"
"SJT","San Juan Basin Royalty Trust","Energy","Oil, Gas & Consumable Fuels"
"SJW","SJW Group","Utilities","Water Utilities"
"SKM","SK Telecom Co Ltd (ADR)","Communication Services","Wireless Telecommunication Services"
"SKT","Tanger Factory Outlet Centers Inc.","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SKX","Skechers USA Inc","Consumer Discretionary","Textiles, Apparel & Luxury Goods"
"SKY","Skyline Champion Corp","Consumer Discretionary","Household Durables"
"SKYS","Sky Solar Holdings Ltd (ADR)","Utilities","Independent Power & Renewable Electricity Producers"
"SKYW","SkyWest, Inc.","Industrials","Airlines"
"SLAB","Silicon Laboratories","Information Technology","Semiconductors & Semiconductor Equipment"
"SLB","Schlumberger NV","Energy","Energy Equipment & Services"
"SLCA","U.S. Silica Holdings Inc","Energy","Energy Equipment & Services"
"SLCT","Select Bancorp Inc","Financials","Banks"
"SLDB","Solid Biosciences Inc","Health Care","Biotechnology"
"SLG","SL Green Realty Corp","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SLG-I","SL Green Realty Corp","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SLGG","Super League Gaming, Inc.","Communication Services","Interactive Media & Services"
"SLGL","Sol Gel Technologies Ltd","Health Care","Pharmaceuticals"
"SLGN","Silgan Holdings Inc.","Materials","Containers & Packaging"
"SLM","SLM Corp","Financials","Consumer Finance"
"SLNO","Soleno Therapeutics Inc","Health Care","Biotechnology"
"SLP","Simulations Plus, Inc.","Health Care","Health Care Technology"
"SLQT","SelectQuote Inc","",""
"SLRC","Solar Capital Ltd.","Financials","Capital Markets"
"SLRX","Salarius Pharmaceuticals Inc","Health Care","Biotechnology"
"SLS","Sellas Life Sciences Group Inc","Health Care","Biotechnology"
"SM","SM Energy Co","Energy","Oil, Gas & Consumable Fuels"
"SMAR","Smartsheet Inc","Information Technology","Software"
"SMBC","Southern Missouri Bancorp, Inc.","Financials","Thrifts & Mortgage Finance"
"SMBK","SmartFinancial Inc","Financials","Banks"
"SMCI","Super Micro Computer, Inc.","Information Technology","Technology Hardware, Storage & Peripherals"
"SMED","Sharps Compliance Corp.","Health Care","Health Care Providers & Services"
"SMFG","Sumitomo Mitsui Financial Grp, Inc.(ADR)","Financials","Banks"
"SMG","Scotts Miracle-Gro Co","Materials","Chemicals"
"SMHI","SEACOR Marine Holdings Inc","Energy","Energy Equipment & Services"
"SMIT","Schmitt Industries, Inc.","Information Technology","Electronic Equipment, Instruments & Components"
"SMLP","Summit Midstream Partners LP","Energy","Oil, Gas & Consumable Fuels"
"SMMC","South Mountain Merger Corp","",""
"SMMF","Summit Financial Group, Inc.","Financials","Banks"
"SMP","Standard Motor Products, Inc.","Consumer Discretionary","Auto Components"
"SMPL","Simply Good Foods Co","Consumer Staples","Food Products"
"SMRT","Stein Mart, Inc.","Consumer Discretionary","Specialty Retail"
"SMSI","Smith Micro Software, Inc.","Information Technology","Software"
"SMTC","Semtech Corporation","Information Technology","Semiconductors & Semiconductor Equipment"
"SMTX","SMTC Corporation (USA)","Information Technology","Electronic Equipment, Instruments & Components"
"SMXT","SolarMax Technology Inc","",""
"SNA","Snap-on Incorporated","Industrials","Machinery"
"SNAP","Snap Inc","Communication Services","Interactive Media & Services"
"SNBR","Sleep Number Corp","Consumer Discretionary","Specialty Retail"
"SNCA","Seneca Biopharma Inc","Health Care","Biotechnology"
"SNCR","Synchronoss Technologies, Inc.","Information Technology","Software"
"SND","Smart Sand Inc","Energy","Energy Equipment & Services"
"SNDE","Sundance Energy Inc","Energy","Oil, Gas & Consumable Fuels"
"SNDL","Sundial Growers Inc","Health Care","Pharmaceuticals"
"SNDR","Schneider National Inc","Industrials","Road & Rail"
"SNDX","Syndax Pharmaceuticals Inc","Health Care","Biotechnology"
"SNE","Sony Corp (ADR)","Consumer Discretionary","Household Durables"
"SNES","SenesTech Inc","Health Care","Pharmaceuticals"
"SNFCA","Security National Financial Corp","Financials","Thrifts & Mortgage Finance"
"SNGX","Soligenix Inc","Health Care","Biotechnology"
"SNMP","Sanchez Midstream Partners LP","Energy","Oil, Gas & Consumable Fuels"
"SNN","Smith & Nephew plc (ADR)","Health Care","Health Care Equipment & Supplies"
"SNOA","Sonoma Pharmaceuticals Inc","Health Care","Pharmaceuticals"
"SNP","China Petroleum & Chemical Corp (ADR)","Energy","Oil, Gas & Consumable Fuels"
"SNPS","Synopsys, Inc.","Information Technology","Software"
"SNR","New Senior Investment Group Inc","Real Estate","Equity Real Estate Investment Trusts (REITs)"
"SNSS","Sunesis Pharmaceuticals, Inc.","Health Care","Biotechnology"
"SNV","Synovus Financial Corp.","Financials","Banks"
"SNV-D","Synovus Financial Corp","Financials","Banks"
"SNV-E","Synovus Financial Corp","Financials","Banks"
